"110年06月27日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","1,408,134,906","6,549,161","4,259",
"2.台灣存託憑證","6,003,000","2,001,000","2,001",
"3.受益憑證","0","0","0",
"4.ETF","22,569,902","194,343","112",
"5.受益證券","0","0","0",
"6.變更交易股票","0","0","0",
"7.認購(售)權證","2,329,960","5,060,000","64",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","0","0","0",
"14.創新板股票","1,803,779,350","34,659,000","3,404",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","3,211,914,256","41,208,161","7,663",
"總計(1~15)","3,242,817,118","48,463,504","9,840",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","5,328(200)","420(24)",
"下跌(跌停)","4,707(32)","415(0)",
"持平","836","107",
"未成交","10,333","3",
"無比價","2,167","6",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"不加計外幣交易證券交易金額。",

"110年06月27日每日收盤行情(全部(不含權證、牛熊證))"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"2460","建通","0","0","0","--","--","--","--"," ","0.00","--","12","--","1","50.95",
"2461","光群雷","0","0","0","--","--","--","--"," ","0.00","--","74","--","2","11.89",
"2462","良得電","0","0","0","--","--","--","--"," ","0.00","--","17","--","5","39.75",
"2464","盟立","0","0","0","--","--","--","--"," ","0.00","--","33","--","9","16.76",
"2465","麗臺","0","0","0","--","--","--","--"," ","0.00","--","66","--","7","44.31",
"2466","冠西電","0","0","0","--","--","--","--"," ","0.00","--","4","--","2","331.82",
"2467","志聖","0","0","0","--","--","--","--"," ","0.00","--","2","--","3","15.99",
"2468","華經","0","0","0","--","--","--","--"," ","0.00","--","8","--","3","29.46",
"2471","資通","0","0","0","--","--","--","--"," ","0.00","--","9","--","8","11.62",
"2472","立隆電","0","0","0","--","--","--","--"," ","0.00","60.10","8","--","3","13.09",
"2474","可成","0","0","0","--","--","--","--"," ","0.00","--","33","201.00","61","7.07",
"2476","鉅祥","0","0","0","--","--","--","--"," ","0.00","--","75","--","46","17.80",
"2477","美隆電","0","0","0","--","--","--","--"," ","0.00","--","32","--","2","4.32",
"2478","大毅","0","0","0","--","--","--","--"," ","0.00","--","27","--","11","14.45",
"2480","敦陽科","0","0","0","--","--","--","--"," ","0.00","--","14","--","6","14.20",
"2481","強茂","0","0","0","--","--","--","--"," ","0.00","--","6,429","--","0","25.02",
"2482","連宇","0","0","0","--","--","--","--"," ","0.00","--","3","--","52","0.00",
"2483","百容","0","0","0","--","--","--","--"," ","0.00","--","3","--","9","98.41",
"2484","希華","0","0","0","--","--","--","--"," ","0.00","--","8,754","--","0","27.91",
"2485","兆赫","0","0","0","--","--","--","--"," ","0.00","--","62","--","12","0.00",
"2486","一詮","1,000","1","35,000","35.00","35.00","35.00","35.00","-","0.35","--","255","--","31","875.00",
"2488","漢平","0","0","0","--","--","--","--"," ","0.00","--","12","--","16","10.38",
"2489","瑞軒","0","0","0","--","--","--","--"," ","0.00","--","28","--","26","2.41",
"2491","吉祥全","0","0","0","--","--","--","--"," ","0.00","--","12","--","1","10.87",
"2492","華新科","0","0","0","--","--","--","--"," ","0.00","200.00","90","205.00","26","12.97",
"2493","揚博","0","0","0","--","--","--","--"," ","0.00","--","17","--","3","15.83",
"2495","普安","0","0","0","--","--","--","--"," ","0.00","--","103","--","9","23.81",
"2496","卓越","0","0","0","--","--","--","--"," ","0.00","--","2","--","2","16.88",
"2497","怡利電","0","0","0","--","--","--","--"," ","0.00","--","2","--","4","0.00",
"2498","宏達電","0","0","0","--","--","--","--"," ","0.00","--","67","44.35","5","0.00",
"2501","國建","0","0","0","--","--","--","--"," ","0.00","18.10","4","--","2","14.15",
"2504","國產","0","0","0","--","--","--","--"," ","0.00","21.95","127","26.75","24","10.50",
"2505","國揚","0","0","0","--","--","--","--"," ","0.00","--","13","--","7","2.13",
"2506","太設","0","0","0","--","--","--","--"," ","0.00","--","28","--","113","25.12",
"2509","全坤建","0","0","0","--","--","--","--"," ","0.00","--","46","--","19","17.81",
"2511","太子","0","0","0","--","--","--","--"," ","0.00","--","92","--","9","11.88",
"2514","龍邦","0","0","0","--","--","--","--"," ","0.00","--","1","--","8","4.05",
"2515","中工","0","0","0","--","--","--","--"," ","0.00","--","402","--","55","19.63",
"2516","新建","0","0","0","--","--","--","--"," ","0.00","5.66","11","--","2","0.00",
"2520","冠德","2,000","2","75,400","38.00","38.00","37.40","37.40","-","1.05","--","42","--","39","5.14",
"2524","京城","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","7.86",
"2527","宏璟","0","0","0","--","--","--","--"," ","0.00","--","46","--","12","12.68",
"2528","皇普","2,000","1","44,600","22.30","22.30","22.30","22.30"," ","0.00","--","7","--","1","0.00",
"2530","華建","0","0","0","--","--","--","--"," ","0.00","--","196","--","8","0.00",
"2534","宏盛","0","0","0","--","--","--","--"," ","0.00","--","19","--","4","16.98",
"2535","達欣工","0","0","0","--","--","--","--"," ","0.00","--","97","--","11","8.84",
"2536","宏普","0","0","0","--","--","--","--"," ","0.00","--","30","--","7","14.30",
"2537","聯上發","0","0","0","--","--","--","--"," ","0.00","--","15","--","27","29.41",
"2538","基泰","0","0","0","--","--","--","--"," ","0.00","--","32","--","61","0.00",
"2539","櫻花建","0","0","0","--","--","--","--"," ","0.00","--","8","--","16","26.31",
"2540","愛山林","0","0","0","--","--","--","--"," ","0.00","--","6","--","3","10.18",
"2542","興富發","0","0","0","--","--","--","--"," ","0.00","42.70","5","44.60","1","10.05",
"2543","皇昌","0","0","0","--","--","--","--"," ","0.00","--","8","--","2","54.14",
"2545","皇翔","0","0","0","--","--","--","--"," ","0.00","--","2","--","16","7.62",
"2546","根基","0","0","0","--","--","--","--"," ","0.00","--","16","--","2","7.68",
"2547","日勝生","0","0","0","--","--","--","--"," ","0.00","--","63","--","3","15.63",
"2548","華固","0","0","0","--","--","--","--"," ","0.00","--","2","--","18","8.38",
"2597","潤弘","0","0","0","--","--","--","--"," ","0.00","--","8","--","1","15.02",
"2601","益航","2,000","2","50,400","25.20","25.20","25.20","25.20","+","2.25","25.20","121,610","--","0","0.00",
"2603","長榮","30,100","24","5,274,600","176.00","176.00","174.50","174.50","+","14.50","168.00","1,057","--","2,807","14.97",
"2605","新興","0","0","0","--","--","--","--"," ","0.00","--","69,537","--","0","162.14",
"2606","裕民","2,000","2","173,800","86.90","86.90","86.90","86.90","+","7.90","71.10","269","86.90","23","45.74",
"2607","榮運","154,000","46","5,572,950","38.00","38.10","34.80","36.95","-","1.00","34.50","31,088","36.95","0","57.73",
"2608","嘉里大榮","0","0","0","--","--","--","--"," ","0.00","--","35","--","28","21.86",
"2609","陽明","11,000","5","1,736,000","158.00","158.00","156.00","158.00","+","7.00","152.00","602","158.00","1,817","14.11",
"2610","華航","3,000","2","62,150","20.05","22.05","20.05","22.05","+","2.00","--","962","22.05","1,375","41.60",
"2611","志信","0","0","0","--","--","--","--"," ","0.00","--","12,185","--","0","54.07",
"2612","中航","0","0","0","--","--","--","--"," ","0.00","80.40","2,284","--","0","26.39",
"2613","中櫃","2,000","2","85,900","42.95","42.95","42.95","42.95","-","3.60","--","28,551","--","0","113.03",
"2614","東森","0","0","0","--","--","--","--"," ","0.00","--","24","--","141","40.69",
"2615","萬海","87,100","43","26,090,000","300.00","300.00","290.00","300.00","+","27.00","290.00","14,463","--","0","25.66",
"2616","山隆","0","0","0","--","--","--","--"," ","0.00","--","4","--","3","13.18",
"2617","台航","1,000","1","58,100","58.10","58.10","58.10","58.10"," ","0.00","--","19","--","40","47.62",
"2618","長榮航","11,000","6","253,550","21.55","23.70","21.55","23.70","+","2.15","23.70","741","--","501","0.00",
"2630","亞航","0","0","0","--","--","--","--"," ","0.00","--","15","--","9","35.97",
"2633","台灣高鐵","0","0","0","--","--","--","--"," ","0.00","--","15","27.50","53","27.82",
"2634","漢翔","0","0","0","--","--","--","--"," ","0.00","--","113","--","2","368.75",
"2636","台驊投控","1,000","1","222,000","222.00","222.00","222.00","222.00"," ","0.00","--","616","--","0","30.41",
"2637","慧洋-KY","2,000","2","210,000","102.00","108.00","102.00","108.00","+","6.00","107.00","6","--","1,852","71.52",
"2642","宅配通","3,000","3","324,000","108.00","108.00","108.00","108.00","-","7.00","--","23","--","5","47.79",
"2701","萬企","0","0","0","--","--","--","--"," ","0.00","--","30","--","1","43.97",
"2702","華園","0","0","0","--","--","--","--"," ","0.00","--","6","--","2","0.00",
"2704","國賓","0","0","0","--","--","--","--"," ","0.00","--","14","--","12","484.17",
"2705","六福","0","0","0","--","--","--","--"," ","0.00","--","10","--","2","0.00",
"2706","第一店","0","0","0","--","--","--","--"," ","0.00","--","55","--","10","73.81",
"2707","晶華","0","0","0","--","--","--","--"," ","0.00","--","18","--","5","24.23",
"2712","遠雄來","0","0","0","--","--","--","--"," ","0.00","--","2","--","3","34.39",
"2722","夏都","0","0","0","--","--","--","--"," ","0.00","--","3","--","6","31.68",
"2723","美食-KY","17,000","14","3,001,500","175.00","182.00","172.00","172.00","-","4.00","--","23","--","2","25.79",
"2727","王品","0","0","0","--","--","--","--"," ","0.00","--","117","--","5","17.41",
"2731","雄獅","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","0.00",
"2739","寒舍","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","0.00",
"2748","雲品","0","0","0","--","--","--","--"," ","0.00","--","1","--","11","24.62",
"2801","彰銀","34,000","34","585,650","17.20","17.25","17.20","17.20","+","1.10","16.05","1,989","17.70","321","27.30",
"2809","京城銀","0","0","0","--","--","--","--"," ","0.00","--","4","--","34","6.33",
"2812","台中銀","0","0","0","--","--","--","--"," ","0.00","12.70","930","--","741","11.21",
"2816","旺旺保","0","0","0","--","--","--","--"," ","0.00","--","10","--","27","4.68",
"2820","華票","0","0","0","--","--","--","--"," ","0.00","--","360","--","518","12.46",
"2823","中壽","189","1","4,914","--","--","--","--"," ","0.00","--","404","28.50","26","5.90",
"2832","台產","0","0","0","--","--","--","--"," ","0.00","--","1","--","19","13.65",
"2834","臺企銀","34,000","33","349,000","10.00","10.30","10.00","10.25","+","0.81","10.00","285","10.35","109","16.80",
"2836","高雄銀","0","0","0","--","--","--","--"," ","0.00","--","205","--","280","16.29",
"2836A","高雄銀甲特","0","0","0","--","--","--","--"," ","0.00","--","16","--","1","0.00",
"2838","聯邦銀","0","0","0","--","--","--","--"," ","0.00","--","240","--","98","9.55",
"2838A","聯邦銀甲特","0","0","0","--","--","--","--"," ","0.00","--","50","--","78","0.00",
"2841","台開","0","0","0","--","--","--","--"," ","0.00","--","6","--","1","0.00",
"2845","遠東銀","0","0","0","--","--","--","--"," ","0.00","--","923","11.60","339","12.41",
"2849","安泰銀","0","0","0","--","--","--","--"," ","0.00","--","17","--","15","15.24",
"2850","新產","0","0","0","--","--","--","--"," ","0.00","--","24","--","1","6.74",
"2851","中再保","0","0","0","--","--","--","--"," ","0.00","--","2","--","25","8.87",
"2852","第一保","0","0","0","--","--","--","--"," ","0.00","--","3","--","10","10.00",
"2855","統一證","0","0","0","--","--","--","--"," ","0.00","--","49","--","28","6.74",
"2867","三商壽","0","0","0","--","--","--","--"," ","0.00","--","41","--","19","9.72",
"2880","華南金","39,000","39","765,700","18.70","19.70","18.70","19.70","+","1.25","19.35","172","20.25","844","17.91",
"2881","富邦金","90,000","81","5,952,200","65.70","68.50","65.70","68.50","-","4.40","67.50","30","68.50","895","6.67",
"2881A","富邦特","0","0","0","--","--","--","--"," ","0.00","--","9","--","83","0.00",
"2881B","富邦金乙特","0","0","0","--","--","--","--"," ","0.00","--","67","--","63","0.00",
"2882","國泰金","25,000","25","1,450,500","58.00","58.10","58.00","58.00","+","3.70","57.80","217","58.20","360","7.85",
"2882A","國泰特","0","0","0","--","--","--","--"," ","0.00","--","106","--","24","0.00",
"2882B","國泰金乙特","0","0","0","--","--","--","--"," ","0.00","--","4","--","6","0.00",
"2883","開發金","137,500","129","1,782,149","12.95","13.00","12.90","12.90","-","0.05","12.90","3,744","13.00","12","8.38",
"2884","玉山金","59,318","62","1,693,433","26.15","28.75","26.15","28.60","+","2.45","28.50","138","28.65","3,537","19.19",
"2885","元大金","55,030","52","1,562,514","28.30","29.05","27.75","27.75","+","1.30","27.30","217","27.50","713","11.47",
"2886","兆豐金","33,030","33","1,150,834","32.90","35.15","32.90","35.05","+","2.15","34.50","74","35.30","591","16.23",
"2887","台新金","72,000","72","1,102,100","15.00","15.40","15.00","15.40","+","0.25","15.00","445","16.65","978","11.00",
"2887E","台新戊特","0","0","0","--","--","--","--"," ","0.00","--","18","--","13","0.00",
"2887F","台新戊特二","0","0","0","--","--","--","--"," ","0.00","--","35","--","22","0.00",
"2888","新光金","81,000","68","835,350","9.70","10.50","9.60","10.30","+","0.72","9.75","120","10.50","114","7.98",
"2888A","新光金甲特","0","0","0","--","--","--","--"," ","0.00","--","7","--","45","0.00",
"2888B","新光金乙特","0","0","0","--","--","--","--"," ","0.00","--","5","--","11","0.00",
"2889","國票金","2,000","1","32,700","16.35","16.35","16.35","16.35"," ","0.00","15.50","452","--","15","11.35",
"2890","永豐金","108,000","92","1,505,450","14.00","14.00","13.80","14.00","+","0.20","13.80","1,802","14.00","470","11.02",
"2891","中信金","103,300","104","2,492,050","22.90","24.20","22.90","24.15","+","1.40","23.50","471","24.00","377","9.58",
"2891B","中信金乙特","0","0","0","--","--","--","--"," ","0.00","--","12","--","2","0.00",
"2891C","中信金丙特","0","0","0","--","--","--","--"," ","0.00","--","24","--","2","0.00",
"2892","第一金","74,000","74","1,821,850","24.65","24.65","24.55","24.65","+","2.20","24.45","1,058","24.65","130","16.77",
"2897","王道銀行","0","0","0","--","--","--","--"," ","0.00","7.07","35","7.08","97","14.45",
"2897A","王道銀甲特","0","0","0","--","--","--","--"," ","0.00","--","36","--","118","0.00",
"2901","欣欣","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","157.89",
"2903","遠百","0","0","0","--","--","--","--"," ","0.00","--","5","--","21","12.69",
"2904","匯僑","0","0","0","--","--","--","--"," ","0.00","--","15","--","8","11.97",
"2905","三商","0","0","0","--","--","--","--"," ","0.00","--","78","24.85","9","10.18",
"2906","高林","0","0","0","--","--","--","--"," ","0.00","--","20","--","6","56.79",
"2908","特力","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","14.01",
"2910","統領","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","35.55",
"2911","麗嬰房","0","0","0","--","--","--","--"," ","0.00","--","25","--","2","0.00",
"2912","統一超","0","0","0","--","--","--","--"," ","0.00","--","8","288.00","1","26.20",
"2913","農林","0","0","0","--","--","--","--"," ","0.00","20.00","69","--","9","1,015.00",
"2915","潤泰全","0","0","0","--","--","--","--"," ","0.00","--","9","--","16","3.96",
"2923","鼎固-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","7","22.13",
"2929","淘帝-KY","0","0","0","--","--","--","--"," ","0.00","--","13","--","5","0.00",
"2936","客思達-KY","1,000","1","26,100","26.10","26.10","26.10","26.10","+","2.35","--","2","--","1","6.00",
"2939","凱羿-KY","0","0","0","--","--","--","--"," ","0.00","--","1","--","1","0.00",
"3002","歐格","0","0","0","--","--","--","--"," ","0.00","--","1","--","6","18.81",
"3003","健和興","0","0","0","--","--","--","--"," ","0.00","--","81","--","8","32.68",
"3004","豐達科","0","0","0","--","--","--","--"," ","0.00","--","2","--","1","0.00",
"3005","神基","0","0","0","--","--","--","--"," ","0.00","58.00","59","59.00","21","11.52",
"3006","晶豪科","1,000","1","140,000","140.00","140.00","140.00","140.00","-","6.50","--","34","140.00","241","27.03",
"3008","大立光","8","7","26,800","--","--","--","--"," ","0.00","--","1","3,390.00","2","17.89",
"3010","華立","0","0","0","--","--","--","--"," ","0.00","--","1","--","8","8.87",
"3011","今皓","0","0","0","--","--","--","--"," ","0.00","--","19","--","3","0.00",
"3013","晟銘電","0","0","0","--","--","--","--"," ","0.00","--","13","--","17","35.54",
"3014","聯陽","10,000","1","1,250,000","125.00","125.00","125.00","125.00","+","4.50","--","110","--","12","17.01",
"3015","全漢","0","0","0","--","--","--","--"," ","0.00","--","23","--","6","11.10",
"3016","嘉晶","0","0","0","--","--","--","--"," ","0.00","--","28","--","6","427.65",
"3017","奇鋐","0","0","0","--","--","--","--"," ","0.00","80.70","25","--","47","12.61",
"3018","同開","0","0","0","--","--","--","--"," ","0.00","--","16","--","3","0.00",
"3019","亞光","1,000","1","91,000","91.00","91.00","91.00","91.00"," ","0.00","--","25","--","58","31.38",
"3021","鴻名","0","0","0","--","--","--","--"," ","0.00","--","9","--","3","14.38",
"3022","威強電","0","0","0","--","--","--","--"," ","0.00","--","6","--","2","8.47",
"3023","信邦","0","0","0","--","--","--","--"," ","0.00","--","18","--","3","28.75",
"3024","憶聲","0","0","0","--","--","--","--"," ","0.00","--","99","--","5","71.00",
"3025","星通","0","0","0","--","--","--","--"," ","0.00","--","13","--","2","48.02",
"3026","禾伸堂","0","0","0","--","--","--","--"," ","0.00","--","43","--","1","14.05",
"3027","盛達","35,000","4","770,000","22.00","22.00","22.00","22.00","-","0.80","22.00","13","--","7","73.33",
"3028","增你強","5,000","1","143,250","28.65","28.65","28.65","28.65","-","0.40","--","5","--","16","9.98",
"3029","零壹","0","0","0","--","--","--","--"," ","0.00","--","6","50.40","6","12.47",
"3030","德律","2,000","2","124,400","62.20","62.20","62.20","62.20","+","2.70","--","9","65.40","3","13.15",
"3031","佰鴻","0","0","0","--","--","--","--"," ","0.00","--","7","--","11","19.30",
"3032","偉訓","0","0","0","--","--","--","--"," ","0.00","--","1","--","9","10.54",
"3033","威健","4,000","4","95,100","23.75","23.80","23.75","23.80","+","0.25","--","141","--","14","9.92",
"3034","聯詠","0","0","0","--","--","--","--"," ","0.00","488.00","79","489.00","20","19.22",
"3035","智原","0","0","0","--","--","--","--"," ","0.00","--","98","--","1","47.25",
"3036","文曄","0","0","0","--","--","--","--"," ","0.00","--","1","55.80","50","10.65",
"3036A","文曄甲特","0","0","0","--","--","--","--"," ","0.00","--","1","--","24","0.00",
"3037","欣興","8,000","5","1,117,000","137.00","140.00","137.00","140.00","+","12.50","--","162","--","345","28.28",
"3038","全台","0","0","0","--","--","--","--"," ","0.00","--","30","--","2","13.09",
"3040","遠見","0","0","0","--","--","--","--"," ","0.00","--","15","--","2","8.10",
"3041","揚智","0","0","0","--","--","--","--"," ","0.00","--","291","30.00","6","0.00",
"3042","晶技","0","0","0","--","--","--","--"," ","0.00","--","90","--","198","22.64",
"3043","科風","0","0","0","--","--","--","--"," ","0.00","--","16","--","19","0.00",
"3044","健鼎","0","0","0","--","--","--","--"," ","0.00","144.50","56","145.50","3","10.67",
"3045","台灣大","1,000","1","98,500","98.50","98.50","98.50","98.50","-","4.00","98.00","671","98.60","350","25.65",
"3046","建碁","0","0","0","--","--","--","--"," ","0.00","--","1","--","3","0.00",
"3047","訊舟","0","0","0","--","--","--","--"," ","0.00","--","4","--","9","19.39",
"3048","益登","0","0","0","--","--","--","--"," ","0.00","--","30","--","4","8.63",
"3049","和鑫","0","0","0","--","--","--","--"," ","0.00","--","307","--","13","22.59",
"3050","鈺德","0","0","0","--","--","--","--"," ","0.00","--","8","--","15","14.41",
"3051","力特","0","0","0","--","--","--","--"," ","0.00","--","91","--","17","6.03",
"3052","夆典","0","0","0","--","--","--","--"," ","0.00","--","38","--","9","6.63",
"3054","立萬利","0","0","0","--","--","--","--"," ","0.00","--","1","--","9","142.81",
"3055","蔚華科","0","0","0","--","--","--","--"," ","0.00","--","6","--","1","0.00",
"3056","總太","0","0","0","--","--","--","--"," ","0.00","--","2","--","17","5.36",
"3057","喬鼎","0","0","0","--","--","--","--"," ","0.00","--","16","--","9","0.00",
"3058","立德","0","0","0","--","--","--","--"," ","0.00","--","2,248","--","0","0.00",
"3059","華晶科","0","0","0","--","--","--","--"," ","0.00","--","100","--","121","66.00",
"3060","銘異","0","0","0","--","--","--","--"," ","0.00","--","332","--","72","0.00",
"3062","建漢","0","0","0","--","--","--","--"," ","0.00","--","88","--","12","277.14",
"3090","日電貿","0","0","0","--","--","--","--"," ","0.00","--","3","--","1","14.49",
"3092","鴻碩","0","0","0","--","--","--","--"," ","0.00","--","13","--","4","63.42",
"3094","聯傑","0","0","0","--","--","--","--"," ","0.00","--","71","--","8","58.52",
"3130","一零四","0","0","0","--","--","--","--"," ","0.00","--","2","--","2","18.43",
"3138","耀登","0","0","0","--","--","--","--"," ","0.00","--","2","--","23","101.65",
"3149","正達","0","0","0","--","--","--","--"," ","0.00","--","50","--","1","0.00",
"3164","景岳","0","0","0","--","--","--","--"," ","0.00","--","6","--","2","25.78",
"3167","大量","0","0","0","--","--","--","--"," ","0.00","--","6","--","14","10.69",
"3189","景碩","0","0","0","--","--","--","--"," ","0.00","--","187","--","58","85.31",
"3209","全科","0","0","0","--","--","--","--"," ","0.00","--","11","--","15","9.88",
"3229","晟鈦","0","0","0","--","--","--","--"," ","0.00","--","5","--","1","0.00",
"3231","緯創","0","0","0","--","--","--","--"," ","0.00","31.00","544","31.10","7","10.85",
"3257","虹冠電","0","0","0","--","--","--","--"," ","0.00","--","6","--","1","19.85",
"3266","昇陽","0","0","0","--","--","--","--"," ","0.00","--","12","--","10","27.02",
"3296","勝德","0","0","0","--","--","--","--"," ","0.00","--","1","--","7","56.22",
"3305","昇貿","0","0","0","--","--","--","--"," ","0.00","--","18","--","5","20.21",
"3308","聯德","0","0","0","--","--","--","--"," ","0.00","--","17","--","1","0.00",
"3311","閎暉","0","0","0","--","--","--","--"," ","0.00","--","8","--","1","46.39",
"3312","弘憶股","0","0","0","--","--","--","--"," ","0.00","--","95","--","6","11.05",
"3321","同泰","0","0","0","--","--","--","--"," ","0.00","--","82","--","10","0.00",
"3338","泰碩","0","0","0","--","--","--","--"," ","0.00","--","11","47.20","2","26.60",
"3346","麗清","0","0","0","--","--","--","--"," ","0.00","55.20","3","--","24","24.61",
"3356","奇偶","0","0","0","--","--","--","--"," ","0.00","--","5","--","6","18.79",
"3376","新日興","0","0","0","--","--","--","--"," ","0.00","--","38","--","8","12.71",
"3380","明泰","0","0","0","--","--","--","--"," ","0.00","--","29","--","26","19.70",
"3383","新世紀","0","0","0","--","--","--","--"," ","0.00","--","13","--","6","0.00",
"3406","玉晶光","0","0","0","--","--","--","--"," ","0.00","--","19","646.00","69","23.30",
"3413","京鼎","0","0","0","--","--","--","--"," ","0.00","--","11","--","25","16.06",
"3416","融程電","0","0","0","--","--","--","--"," ","0.00","--","6","--","9","19.04",
"3419","譁裕","0","0","0","--","--","--","--"," ","0.00","19.25","3","--","1","18.56",
"3432","台端","0","0","0","--","--","--","--"," ","0.00","--","6","--","5","28.59",
"3437","榮創","0","0","0","--","--","--","--"," ","0.00","--","22","--","1","95.67",
"3443","創意","0","0","0","--","--","--","--"," ","0.00","--","2","--","2","52.97",
"3450","聯鈞","0","0","0","--","--","--","--"," ","0.00","--","3","--","5","31.03",
"3454","晶睿","0","0","0","--","--","--","--"," ","0.00","--","5","--","2","33.00",
"3481","群創","142,000","97","3,202,800","21.00","23.10","21.00","22.90","+","1.90","22.50","8,083","22.90","340","12.72",
"3494","誠研","0","0","0","--","--","--","--"," ","0.00","--","1","--","6","0.00",
"3501","維熹","0","0","0","--","--","--","--"," ","0.00","--","4","--","1","14.22",
"3504","揚明光","0","0","0","--","--","--","--"," ","0.00","--","589","--","0","0.00",
"3515","華擎","0","0","0","--","--","--","--"," ","0.00","--","51","--","1","14.33",
"3518","柏騰","0","0","0","--","--","--","--"," ","0.00","--","1","--","2","0.00",
"3528","安馳","0","0","0","--","--","--","--"," ","0.00","--","4","--","13","12.94",
"3530","晶相光","0","0","0","--","--","--","--"," ","0.00","--","28","--","44","35.06",
"3532","台勝科","0","0","0","--","--","--","--"," ","0.00","170.50","15","--","5","57.50",
"3533","嘉澤","0","0","0","--","--","--","--"," ","0.00","--","1","--","6","19.40",
"3535","晶彩科","0","0","0","--","--","--","--"," ","0.00","--","19","--","2","0.00",
"3536","誠創","0","0","0","--","--","--","--"," ","0.00","--","1","--","30","0.00",
"3543","州巧","0","0","0","--","--","--","--"," ","0.00","--","105","--","0","0.00",
"3545","敦泰","0","0","0","--","--","--","--"," ","0.00","--","8","--","8","25.76",
"3550","聯穎","0","0","0","--","--","--","--"," ","0.00","--","10","--","1","12.03",
"3557","嘉威","0","0","0","--","--","--","--"," ","0.00","--","4","--","11","9.22",
"3563","牧德","0","0","0","--","--","--","--"," ","0.00","--","11","--","3","17.84",
"3576","聯合再生","0","0","0","--","--","--","--"," ","0.00","--","837","--","86","0.00",
"3583","辛耘","0","0","0","--","--","--","--"," ","0.00","--","5","--","9","15.75",
"3588","通嘉","0","0","0","--","--","--","--"," ","0.00","--","13","--","6","45.11",
"3591","艾笛森","0","0","0","--","--","--","--"," ","0.00","--","31","--","2","27.86",
"3593","力銘","0","0","0","--","--","--","--"," ","0.00","--","7","--","1","14.57",
"3596","智易","0","0","0","--","--","--","--"," ","0.00","--","37","--","17","10.84",
"3605","宏致","0","0","0","--","--","--","--"," ","0.00","--","2","--","222","13.44",
"3607","谷崧","0","0","0","--","--","--","--"," ","0.00","--","56","--","3","0.00",
"3617","碩天","0","0","0","--","--","--","--"," ","0.00","--","3","--","1","14.17",
"3622","洋華","0","0","0","--","--","--","--"," ","0.00","--","10","--","3","21.42",
"3645","達邁","0","0","0","--","--","--","--"," ","0.00","--","4","--","9","16.27",
"3653","健策","0","0","0","--","--","--","--"," ","0.00","--","32","--","3","44.22",
"3661","世芯-KY","0","0","0","--","--","--","--"," ","0.00","--","51","--","2","42.63",
"3665","貿聯-KY","37,000","6","9,250,000","250.00","250.00","250.00","250.00","-","14.00","--","22","260.00","1","17.57",
"3669","圓展","0","0","0","--","--","--","--"," ","0.00","--","26","89.90","4","7.72",
"3673","TPK-KY","3,000","2","152,900","50.90","51.00","50.90","51.00","+","4.55","--","59","--","8","15.45",
"3679","新至陞","0","0","0","--","--","--","--"," ","0.00","--","11","--","14","8.83",
"3682","亞太電","0","0","0","--","--","--","--"," ","0.00","8.01","30","8.81","113","0.00",
"3686","達能","0","0","0","--","--","--","--"," ","0.00","--","26","--","1","0.00",
"3694","海華","0","0","0","--","--","--","--"," ","0.00","--","2","--","6","9.19",
"3701","大眾控","0","0","0","--","--","--","--"," ","0.00","--","5","--","5","57.80",
"3702","大聯大","0","0","0","--","--","--","--"," ","0.00","54.00","94","54.20","20","10.61",
"3702A","大聯大甲特","0","0","0","--","--","--","--"," ","0.00","--","60","--","64","0.00",
"3703","欣陸","0","0","0","--","--","--","--"," ","0.00","--","4","--","18","13.61",
"3704","合勤控","0","0","0","--","--","--","--"," ","0.00","--","64","--","2","12.08",
"3705","永信","0","0","0","--","--","--","--"," ","0.00","--","11","--","2","16.70",
"3706","神達","0","0","0","--","--","--","--"," ","0.00","--","70","--","148","10.71",
"3708","上緯投控","0","0","0","--","--","--","--"," ","0.00","--","31","--","14","17.73",
"3711","日月光投控","3,000","1","378,000","126.00","126.00","126.00","126.00","+","8.50","124.50","118","126.00","1,394","16.82",
"3712","永崴投控","0","0","0","--","--","--","--"," ","0.00","--","7","--","6","26.64",
"3714","富采","0","0","0","--","--","--","--"," ","0.00","--","105","87.50","8","0.00",
